gene,YB1_vs_WT_aer,dAsd_vs_WT_aer,residual_aer(YB1-dAsd),YB1_vs_WT_ana,dAsd_vs_WT_ana,residual_ana
SL1344_RS13705,0.3148,-0.1614,0.4762,-2.9811,-0.8089,-2.1722
SL1344_RS13715,-0.2979,-0.4846,0.1867,-0.9356,-0.1463,-0.7893
SL1344_RS13720,-1.7022,0.1434,-1.8456,0.4429,-0.5333,0.9762
SL1344_RS13725,-0.6027,1.0365,-1.6392,-0.0425,0.6891,-0.7316
SL1344_RS13730,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
SL1344_RS13735,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
SL1344_RS13745,-0.9653,-1.4416,0.4763,-0.0425,-0.5333,0.4908
SL1344_RS13750,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
SL1344_RS13755,2.9416,1.7284,1.2132,-0.0425,-0.5333,0.4908
SL1344_RS13765,-0.1173,-2.1785,2.0612,2.2794,1.0517,1.2277
SL1344_RS13770,0.6197,1.7284,-1.1087,1.5425,-0.5333,2.0758
SL1344_RS13775,1.8421,0.8804,0.9617,-0.0425,-1.0187,0.9762
SL1344_RS13780,-0.5178,-0.9941,0.4763,-0.0425,-1.3813,1.3388
SL1344_RS13810,-0.1768,-0.3774,0.2006,-1.2001,-0.7474,-0.4527
SL1344_RS13815,-1.1794,-1.6557,0.4763,-1.1066,-1.6509,0.5443
SL1344_RS13820,-0.2471,-2.4889,2.2418,-2.2441,-1.5974,-0.6467
SL1344_RS13845,-0.6027,-0.1614,-0.4413,0.118,0.3334,-0.2154
SL1344_RS13850,-0.4348,0.1434,-0.5782,0.5632,-0.413,0.9762
SL1344_RS13865,0.1343,1.2429,-1.1086,-0.0425,0.9073,-0.9498
SL1344_RS13870,0.6197,1.7284,-1.1087,2.2794,2.274,0.0054
SL1344_RS13875,-0.7588,-1.2351,0.4763,-0.0425,0.8452,-0.8877
SL1344_RS13880,-0.0324,-3.316,3.2836,3.4169,1.7886,1.6283
SL1344_RS13885,-0.6027,-2.6639,2.0612,-0.7795,-2.8552,2.0757
SL1344_RS13890,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
SL1344_RS13895,-0.1173,-0.5936,0.4763,-0.7795,-1.2703,0.4908
SL1344_RS13900,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
SL1344_RS13905,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
SL1344_RS13910,2.2046,0.1434,2.0612,-0.0425,-0.5333,0.4908
SL1344_RS13915,0.6197,1.3658,-0.7461,-0.0425,-0.5333,0.4908
SL1344_RS13930,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
SL1344_RS13935,-0.9653,0.1434,-1.1087,0.6945,-0.5333,1.2278
SL1344_RS13940,-0.6027,-2.6639,2.0612,-1.2649,-1.7557,0.4908
SL1344_RS13945,0.6197,0.1434,0.4763,1.5425,-0.5333,2.0758
SL1344_RS13950,0.6197,0.1434,0.4763,-0.0425,1.0517,-1.0942
SL1344_RS13955,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
SL1344_RS13960,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
SL1344_RS13965,-0.9653,-1.4416,0.4763,-0.0425,-0.5333,0.4908
SL1344_RS13975,0.6197,0.1434,0.4763,-2.3644,-1.2703,-1.0941
SL1344_RS13980,2.9416,0.1434,2.7982,2.7648,-0.5333,3.2981
SL1344_RS13985,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
SL1344_RS13990,2.2046,0.1434,2.0612,-0.0425,-0.5333,0.4908
SL1344_RS13995,0.6197,-1.4416,2.0613,-0.0425,-0.5333,0.4908
SL1344_RS14005,0.6197,1.7284,-1.1087,-0.0425,-0.5333,0.4908
SL1344_RS14010,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
SL1344_RS14015,2.2046,1.7284,0.4762,-0.0425,1.0517,-1.0942
SL1344_RS14020,0.1343,-2.6639,2.7982,-1.6275,-0.5333,-1.0942
SL1344_RS14025,-0.2734,0.1434,-0.4168,-0.249,-1.2703,1.0213
SL1344_RS14030,-0.9653,0.8804,-1.8457,-0.0425,-3.3407,3.2982
SL1344_RS14040,-0.0084,0.3039,-0.3123,-0.573,0.2898,-0.8628
SL1344_RS14045,-0.9653,-0.3041,-0.6612,-0.2835,-0.3269,0.0434
SL1344_RS14050,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
SL1344_RS14055,-0.1173,-0.5936,0.4763,-1.6275,-0.5333,-1.0942
SL1344_RS14065,0.6197,0.1434,0.4763,0.6945,-0.5333,1.2278
SL1344_RS14070,-0.9653,0.1434,-1.1087,1.5425,-0.5333,2.0758
SL1344_RS14075,-0.9653,-1.4416,0.4763,-0.0425,1.0517,-1.0942
SL1344_RS14080,0.6197,1.7284,-1.1087,1.5425,-0.5333,2.0758
SL1344_RS14085,0.1343,0.506,-0.3717,0.6945,0.6891,0.0054
SL1344_RS14090,-0.9653,-1.4416,0.4763,2.7648,1.0517,1.7131
SL1344_RS14095,0.6197,0.1434,0.4763,-0.0425,1.0517,-1.0942
SL1344_RS14100,0.6197,-0.5936,1.2133,2.7648,2.6366,0.1282
SL1344_RS14105,-1.7022,-0.5936,-1.1086,2.2794,2.274,0.0054
SL1344_RS14110,0.6197,0.8804,-0.2607,0.6945,0.2037,0.4908
SL1344_RS14115,0.2571,0.1434,0.1137,-0.0425,-1.0187,0.9762
SL1344_RS14120,-1.1459,-2.3591,1.2132,-0.3474,-1.0187,0.6713
SL1344_RS14125,-0.9653,-1.4416,0.4763,1.5425,-0.5333,2.0758
SL1344_RS14130,-0.9653,1.3658,-2.3311,1.5425,1.0517,0.4908
SL1344_RS14135,0.6197,-1.079,1.6987,1.5425,2.6366,-1.0941
SL1344_RS14140,2.2046,1.7284,0.4762,-0.0425,-0.5333,0.4908
SL1344_RS14145,0.6197,2.4653,-1.8456,-0.0425,0.2037,-0.2462
SL1344_RS14150,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
SL1344_RS14155,-0.9653,-1.4416,0.4763,-0.0425,-0.5333,0.4908
SL1344_RS14165,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
SL1344_RS14170,0.6197,1.7284,-1.1087,-0.0425,1.7886,-1.8311
SL1344_RS14175,1.2297,-0.4041,1.6338,-0.7795,0.9861,-1.7656
SL1344_RS14190,0.6197,0.1434,0.4763,1.5425,-0.5333,2.0758
SL1344_RS14195,0.344,-0.6797,1.0237,1.3111,0.2037,1.1074
SL1344_RS14200,0.3681,-0.5936,0.9617,0.2623,-0.5333,0.7956
SL1344_RS14205,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
SL1344_RS14210,-0.5178,-3.316,2.7982,-0.5279,-1.0187,0.4908
SL1344_RS14215,-2.4392,-0.5936,-1.8456,-0.5279,-0.6777,0.1498
SL1344_RS14220,-3.9039,-0.9207,-2.9832,-0.5279,0.3598,-0.8877
SL1344_RS14225,-0.2283,0.8804,-1.1087,-0.7795,0.3147,-1.0942
SL1344_RS14230,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
SL1344_RS14235,-0.9653,0.1434,-1.1087,-0.0425,-0.5333,0.4908
SL1344_RS14240,0.6197,0.1434,0.4763,-0.0425,1.0517,-1.0942
SL1344_RS14245,0.6197,0.8804,-0.2607,-2.8499,-3.3407,0.4908
SL1344_RS14250,-1.1459,-0.7741,-0.3718,0.3201,0.5662,-0.2461
SL1344_RS14255,-1.7022,0.1434,-1.8456,-0.0425,0.2037,-0.2462
SL1344_RS14270,0.6197,0.1434,0.4763,1.5425,-0.5333,2.0758
SL1344_RS14280,1.7572,-2.1785,3.9357,-2.8499,-0.1707,-2.6792
SL1344_RS14290,2.9416,0.1434,2.7982,-0.0425,1.7886,-1.8311
SL1344_RS14295,0.6197,0.1434,0.4763,-1.2649,-0.5333,-0.7316
SL1344_RS14300,-0.9653,0.8804,-1.8457,-2.3644,-0.0479,-2.3165
SL1344_RS14305,0.0892,-1.2351,1.3243,-0.0425,-0.5333,0.4908
SL1344_RS14320,-2.1877,-0.5485,-1.6392,-2.1129,-0.5333,-1.5796
SL1344_RS14325,-0.7875,-0.4298,-0.3577,-0.2919,-0.1707,-0.1212
SL1344_RS14335,-2.5502,-0.7046,-1.8456,-0.5279,-0.1707,-0.3572
SL1344_RS14345,2.2839,-1.7696,4.0535,1.3371,-3.6744,5.0115
SL1344_RS14365,0.6197,-1.4416,2.0613,-0.0425,-1.0187,0.9762
SL1344_RS14370,-0.2734,-0.7497,0.4763,0.3534,-0.8743,1.2277
SL1344_RS14375,-0.9653,-2.6639,1.6986,-0.6705,-1.4508,0.7803
SL1344_RS14390,-2.1877,-1.5264,-0.6613,-2.1129,-0.5333,-1.5796
SL1344_RS14395,-0.7512,-2.626,1.8748,-1.18,-0.2923,-0.8877
SL1344_RS14405,-3.0808,-0.3871,-2.6937,-1.3226,-1.1613,-0.1613
SL1344_RS14410,-1.5272,-2.0034,0.4762,-0.332,0.2552,-0.5872
SL1344_RS14425,0.6197,1.7284,-1.1087,-0.0425,-2.1183,2.0758
SL1344_RS14430,-0.9653,0.1434,-1.1087,-0.0425,-0.5333,0.4908
SL1344_RS14435,-0.2734,0.3499,-0.6233,1.794,-1.0187,2.8127
SL1344_RS14475,0.6197,0.1434,0.4763,-1.6275,-0.8959,-0.7316
SL1344_RS14480,-1.4507,-4.2489,2.7982,-0.9994,-1.4902,0.4908
SL1344_RS14485,-0.9653,-2.0936,1.1283,-1.0134,-2.0606,1.0472
SL1344_RS14490,-0.7588,-0.7497,-0.0091,-1.808,-1.4508,-0.3572
SL1344_RS14505,-0.2734,1.4874,-1.7608,0.3534,0.8912,-0.5378
SL1344_RS14510,0.6197,1.5219,-0.9022,0.6096,1.3032,-0.6936
SL1344_RS14515,-0.1173,0.6288,-0.7461,1.1799,1.3412,-0.1613
SL1344_RS14520,-0.9653,0.1434,-1.1087,-0.0425,-0.5333,0.4908
SL1344_RS14565,-0.6027,-0.7895,0.1868,-0.9092,-1.4,0.4908
SL1344_RS14585,-1.2548,-0.9941,-0.2607,0.8055,-1.2703,2.0758
SL1344_RS14600,-0.1173,-0.3041,0.1868,-0.49,0.0834,-0.5734
SL1344_RS14610,-0.9653,-0.2192,-0.7461,-2.3644,0.8452,-3.2096
SL1344_RS14615,-1.7824,0.0632,-1.8456,-0.0425,3.2393,-3.2818
SL1344_RS14620,-0.4113,0.3702,-0.7815,-0.9452,1.7339,-2.6791
SL1344_RS14625,-0.0012,0.2051,-0.2063,0.247,3.4295,-3.1825
SL1344_RS14630,0.5737,0.3161,0.2576,1.9654,2.1654,-0.2
SL1344_RS14670,0.6197,-1.4416,2.0613,-0.0425,0.6891,-0.7316
SL1344_RS14730,-0.3037,-1.2456,0.9419,0.4513,-0.7218,1.1731
SL1344_RS14740,0.1836,0.8293,-0.6457,-0.4731,0.1272,-0.6003
SL1344_RS14760,0.2191,0.3085,-0.0894,-0.098,-0.4283,0.3303
SL1344_RS14810,-0.6604,-1.1367,0.4763,0.6494,-0.3269,0.9763
SL1344_RS14850,0.7801,-2.3591,3.1392,0.8055,-1.6328,2.4383
SL1344_RS14910,-0.9653,-4.2489,3.2836,0.3201,0.3598,-0.0397
SL1344_RS14915,-3.0808,-3.557,0.4762,-0.0425,-3.3407,3.2982
SL1344_RS15015,-1.4958,-0.0976,-1.3982,-0.332,0.3996,-0.7316
SL1344_RS15020,-2.8398,-0.5087,-2.3311,0.6945,0.6891,0.0054
SL1344_RS15025,-0.9653,0.1434,-1.1087,-0.0425,1.7886,-1.8311
SL1344_RS15030,-0.9653,1.3658,-2.3311,-0.0425,2.274,-2.3165
SL1344_RS15035,-2.5502,-0.7046,-1.8456,-2.3644,1.6683,-4.0327
SL1344_RS15050,-0.9653,0.1434,-1.1087,2.2794,2.274,0.0054
SL1344_RS15060,-0.9653,0.1434,-1.1087,-2.3644,-1.2703,-1.0941
SL1344_RS15065,0.6197,0.1434,0.4763,0.6945,0.6891,0.0054
SL1344_RS15070,1.3566,-1.4416,2.7982,3.1274,2.274,0.8534
SL1344_RS15075,0.6197,-1.079,1.6987,1.336,1.2322,0.1038
SL1344_RS15085,0.6197,1.7284,-1.1087,-0.0425,1.0517,-1.0942
SL1344_RS15090,-0.9653,-1.4416,0.4763,-1.6275,-2.1183,0.4908
SL1344_RS15110,-0.9653,0.8804,-1.8457,2.7648,3.5542,-0.7894
SL1344_RS15115,0.6197,0.1434,0.4763,1.5425,-0.5333,2.0758
SL1344_RS15120,1.3566,-1.4416,2.7982,-0.0425,-0.5333,0.4908
SL1344_RS15125,-0.1173,0.1434,-0.2607,-0.0425,0.6891,-0.7316
SL1344_RS15140,0.4446,-0.7379,1.1825,-0.1557,-0.4799,0.3242
SL1344_RS15170,2.2046,2.4653,-0.2607,-0.0425,2.7397,-2.7822
SL1344_RS15190,0.2904,-0.2618,0.5522,0.4026,-0.0629,0.4655
SL1344_RS15230,2.9416,2.4653,0.4763,1.5425,2.9261,-1.3836
SL1344_RS15260,-0.9653,-0.7046,-0.2607,1.5425,1.3412,0.2013
SL1344_RS15285,-0.2734,-0.7497,0.4763,-0.813,-1.4844,0.6714
SL1344_RS15290,-0.7588,-0.7497,-0.0091,-1.2649,-0.8382,-0.4267
SL1344_RS15310,1.2718,0.7955,0.4763,0.0778,-0.5333,0.6111
SL1344_RS15320,-0.6027,-0.342,-0.2607,2.2794,1.7886,0.4908
SL1344_RS15330,0.8261,-1.2351,2.0612,0.505,0.7205,-0.2155
SL1344_RS15340,-2.1877,-0.342,-1.8457,-1.2649,0.1188,-1.3837
SL1344_RS15420,1.5128,1.2429,0.2699,-0.0425,-0.5333,0.4908
SL1344_RS15430,0.4391,0.8108,-0.3717,1.4769,0.6042,0.8727
SL1344_RS15460,-1.4078,-1.1922,-0.2156,-0.0425,1.0517,-1.0942
SL1344_RS15465,0.197,-0.6244,0.8214,-0.2515,0.6844,-0.9359
SL1344_RS15500,0.6197,1.7284,-1.1087,-1.6275,-0.5333,-1.0942
SL1344_RS15505,-0.9653,-1.4416,0.4763,-0.0425,-0.5333,0.4908
SL1344_RS15510,0.6197,0.1434,0.4763,2.2794,-0.5333,2.8127
SL1344_RS15515,0.6197,0.1434,0.4763,1.5425,-0.5333,2.0758
SL1344_RS15555,1.4119,0.9356,0.4763,0.741,0.7551,-0.0141
SL1344_RS15560,0.6197,2.0909,-1.4712,1.1799,1.0517,0.1282
SL1344_RS15565,-0.9653,-0.5936,-0.3717,-0.1869,-0.8382,0.6513
SL1344_RS15585,-1.2918,-2.0729,0.7811,-1.7857,-2.1562,0.3705
SL1344_RS15595,-0.6604,-0.4846,-0.1758,-0.49,0.0834,-0.5734
SL1344_RS15600,-0.6604,-0.0372,-0.6232,-1.18,-0.2923,-0.8877
SL1344_RS15620,-1.2548,-3.316,2.0612,0.6945,-0.5333,1.2278
SL1344_RS15625,-0.6027,-2.6639,2.0612,-0.5279,-1.0187,0.4908
SL1344_RS15630,-2.1877,-0.342,-1.8457,-0.7795,-0.0479,-0.7316
SL1344_RS15635,0.3302,-0.1461,0.4763,-0.5279,0.5662,-1.0941
SL1344_RS15645,-0.7588,-0.3871,-0.3717,-0.0425,-0.2438,0.2013
SL1344_RS15650,0.6197,-1.2351,1.8548,-2.3644,0.3147,-2.6791
SL1344_RS15655,0.6197,1.7284,-1.1087,-1.6275,-2.1183,0.4908
SL1344_RS15660,1.3566,0.1434,1.2132,2.2794,-0.5333,2.8127
SL1344_RS15675,1.3566,-1.4416,2.7982,-2.3644,-2.8552,0.4908
SL1344_RS15680,-0.9653,2.2589,-3.2242,1.1799,1.5822,-0.4023
SL1344_RS15685,2.2046,2.9508,-0.7462,1.5425,1.7886,-0.2461
SL1344_RS15700,0.6197,0.1434,0.4763,-1.6275,-2.1183,0.4908
SL1344_RS15705,-1.8828,-1.6221,-0.2607,-2.3644,-2.8552,0.4908
SL1344_RS15710,0.4753,0.506,-0.0307,1.0795,0.9939,0.0856
SL1344_RS15755,0.6197,-0.3871,1.0068,-0.0425,0.4319,-0.4744
SL1344_RS15790,-2.1877,-1.079,-1.1087,-0.0425,1.7886,-1.8311
SL1344_RS15825,0.8712,0.6091,0.2621,-0.0425,0.4432,-0.4857
SL1344_RS15835,-1.7217,-3.1264,1.4047,-0.9922,-1.444,0.4518
SL1344_RS15860,-1.6367,1.0209,-2.6576,0.0858,1.0062,-0.9204
SL1344_RS15870,-1.7022,0.6288,-2.331,1.5425,-0.0479,1.5904
SL1344_RS15890,0.6197,0.1434,0.4763,2.2794,1.0517,1.2277
SL1344_RS15895,-1.7022,1.7284,-3.4306,1.5425,1.0517,0.4908
SL1344_RS15900,-1.7022,0.6288,-2.331,0.4429,1.2322,-0.7893
SL1344_RS15905,-3.4678,-0.0372,-3.4306,0.6945,1.9692,-1.2747
SL1344_RS15910,2.2046,3.3133,-1.1087,-2.158,-1.0638,-1.0942
SL1344_RS15920,0.2571,1.2214,-0.9643,0.3936,1.1072,-0.7136
SL1344_RS15930,-1.2548,-0.5087,-0.7461,1.095,0.6042,0.4908
SL1344_RS15935,-0.9653,-1.4416,0.4763,-0.0425,-0.5333,0.4908
SL1344_RS15940,-0.6027,-2.6639,2.0612,-0.0425,0.2037,-0.2462
SL1344_RS15945,0.6197,1.2809,-0.6612,-0.7795,-0.5333,-0.2462
SL1344_RS15950,-0.1173,-0.5936,0.4763,-1.2649,-1.7557,0.4908
SL1344_RS15960,0.2786,1.1049,-0.8263,0.0296,-0.3924,0.422
SL1344_RS15965,2.2046,2.4653,-0.2607,-0.5279,0.3598,-0.8877
SL1344_RS15995,-0.2283,-1.4416,1.2133,1.1799,0.6891,0.4908
SL1344_RS16015,-1.0502,-0.8984,-0.1518,-0.2708,-0.1095,-0.1613
SL1344_RS16025,-3.0808,-1.9721,-1.1087,0.247,-0.2438,0.4908
SL1344_RS16030,0.6197,0.1434,0.4763,-0.0425,1.7886,-1.8311
SL1344_RS16035,-0.9653,-0.063,-0.9023,-0.573,-0.3269,-0.2461
SL1344_RS16040,0.2571,0.1434,0.1137,-0.0425,-0.9203,0.8778
SL1344_RS16050,-0.734,-0.4733,-0.2607,0.3201,-0.2818,0.6019
SL1344_RS16060,-0.1173,0.1434,-0.2607,-0.7795,-0.0479,-0.7316
SL1344_RS16070,-0.845,-0.6797,-0.1653,-0.3086,-1.4885,1.1799
SL1344_RS16075,0.3302,2.4119,-2.0817,0.5194,0.629,-0.1096
SL1344_RS16090,0.2571,1.497,-1.2399,2.2794,3.859,-1.5796
SL1344_RS16100,-0.2979,-3.9441,3.6462,3.4169,-0.5333,3.9502
SL1344_RS16105,-0.2979,0.1434,-0.4413,0.3201,1.6135,-1.2934
SL1344_RS16115,-0.9653,0.1434,-1.1087,1.5425,1.7886,-0.2461
SL1344_RS16120,-0.2186,-1.4913,1.2727,-0.1628,0.3147,-0.4775
SL1344_RS16125,-2.0433,-1.2972,-0.7461,-0.7795,-1.2703,0.4908
SL1344_RS16150,-0.2283,-1.261,1.0327,0.309,0.2234,0.0856
SL1344_RS16155,-0.6027,-1.079,0.4763,2.7648,2.6366,0.1282
SL1344_RS16160,-0.9653,0.1434,-1.1087,-0.0425,1.0517,-1.0942
SL1344_RS16165,-0.9653,2.0179,-2.9832,-1.6275,-3.7032,2.0757
SL1344_RS16170,0.6197,-1.079,1.6987,0.8506,-0.1707,1.0213
SL1344_RS16175,2.2046,1.7284,0.4762,-0.0425,-0.5333,0.4908
SL1344_RS16180,0.6197,1.3658,-0.7461,1.5425,2.9261,-1.3836
SL1344_RS16185,2.6901,0.1434,2.5467,2.073,1.0517,1.0213
SL1344_RS16195,0.6197,0.1434,0.4763,0.6945,0.2037,0.4908
SL1344_RS16200,1.1051,-0.5936,1.6987,-0.0425,1.7886,-1.8311
SL1344_RS16205,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
SL1344_RS16210,-0.6027,-2.6639,2.0612,-1.6275,-0.5333,-1.0942
SL1344_RS16220,-2.1877,-2.6639,0.4762,-0.0425,-2.1183,2.0758
SL1344_RS16230,3.0043,-3.0265,6.0308,0.681,-4.3746,5.0556
SL1344_RS16245,1.4677,1.7284,-0.2607,1.057,1.8688,-0.8118
SL1344_RS16250,-0.5178,-0.5087,-0.0091,-1.421,-1.9118,0.4908
SL1344_RS16270,0.4636,0.4126,0.051,0.2919,-0.6646,0.9565
SL1344_RS16295,0.6197,-1.4416,2.0613,0.8055,-2.8552,3.6607
SL1344_RS16300,1.3116,-1.2351,2.5467,0.9993,-0.5333,1.5326
SL1344_RS16305,2.4941,2.2589,0.2352,-1.421,-0.5333,-0.8877
SL1344_RS16310,0.6197,0.1434,0.4763,0.6945,0.2037,0.4908
SL1344_RS16315,0.6197,-2.1785,2.7982,0.6945,-0.5333,1.2278
SL1344_RS16320,2.2046,2.4653,-0.2607,-1.2649,-1.0187,-0.2462
SL1344_RS16325,1.8421,0.4329,1.4092,1.095,-0.7398,1.8348
SL1344_RS16355,-0.8209,0.1434,-0.9643,-1.0843,-1.5751,0.4908
SL1344_RS16375,-0.4068,-0.6838,0.277,-0.7488,-0.278,-0.4708
SL1344_RS16380,2.2046,1.7284,0.4762,-0.0425,1.7886,-1.8311
SL1344_RS16385,-0.7588,0.3499,-1.1087,-1.808,-0.5333,-1.2747
SL1344_RS16390,-0.9653,-1.4416,0.4763,-1.6275,-2.1183,0.4908
SL1344_RS16395,0.6197,0.1434,0.4763,-2.3644,-2.8552,0.4908
SL1344_RS16400,-0.7588,-3.557,2.7982,-0.4051,-1.3813,0.9762
SL1344_RS16420,0.6197,0.1434,0.4763,0.209,-0.6777,0.8867
SL1344_RS16425,0.8338,1.8394,-1.0056,0.4571,1.0181,-0.561
SL1344_RS16440,-1.1459,0.1434,-1.2893,-1.18,0.2552,-1.4352
SL1344_RS16445,-0.8997,0.0747,-0.9744,-0.9994,-0.3682,-0.6312
SL1344_RS16465,1.1672,-1.2351,2.4023,0.3201,-0.1707,0.4908
SL1344_RS16480,-0.8474,-1.0189,0.1715,0.118,0.1341,-0.0161
SL1344_RS16485,-1.6232,-1.0521,-0.5711,-0.7405,-1.1685,0.428
SL1344_RS16505,-0.9653,0.1434,-1.1087,-2.3644,-0.5333,-1.8311
SL1344_RS16510,-1.7022,-0.5936,-1.1086,-0.0425,-0.5333,0.4908
SL1344_RS16535,0.6197,0.1434,0.4763,-1.2649,-1.7557,0.4908
SL1344_RS16540,0.4132,-0.063,0.4762,-0.0425,-0.6777,0.6352
SL1344_RS16555,0.4592,-0.6451,1.1043,0.2623,0.2372,0.0251
SL1344_RS16560,-1.4507,-1.4416,-0.0091,1.1198,-0.0676,1.1874
SL1344_RS16565,-0.0324,-0.3774,0.345,0.6541,0.4914,0.1627
SL1344_RS16610,-0.6604,-0.4846,-0.1758,-1.4831,-0.8743,-0.6088
SL1344_RS16615,1.1502,-0.2192,1.3694,-0.6946,-2.4078,1.7132
SL1344_RS16620,1.3282,-0.8218,2.15,0.4704,-0.7053,1.1757
SL1344_RS16625,1.7108,-2.7952,4.506,0.1728,-3.8063,3.9791
SL1344_RS16630,-2.0433,-1.2972,-0.7461,-1.808,-1.1613,-0.6467
SL1344_RS16640,1.1051,0.1434,0.9617,0.6945,0.2037,0.4908
SL1344_RS16650,-0.0324,-0.5087,0.4763,0.6945,-0.1923,0.8868
SL1344_RS16655,-0.9653,0.1434,-1.1087,-0.332,-0.5333,0.2013
SL1344_RS16660,0.8607,0.1434,0.7173,1.336,1.0517,0.2843
SL1344_RS16665,-0.1173,0.1434,-0.2607,-0.0425,-1.4264,1.3839
SL1344_RS16685,-0.8209,-0.4041,-0.4168,0.1985,0.6511,-0.4526
SL1344_RS16690,-1.8133,-0.7046,-1.1087,-0.2418,-1.5806,1.3388
SL1344_RS16695,-1.4042,-1.1435,-0.2607,-0.6764,-0.8959,0.2195
SL1344_RS16700,-0.9653,-1.7826,0.8173,-1.0898,-0.9639,-0.1259
SL1344_RS16705,0.6197,0.1434,0.4763,-0.7795,-1.2703,0.4908
SL1344_RS16710,0.6197,-0.342,0.9617,-0.8905,0.5447,-1.4352
SL1344_RS16715,2.7352,2.2589,0.4763,1.723,0.3147,1.4083
SL1344_RS16725,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
SL1344_RS16730,0.9822,-1.079,2.0612,-0.7795,0.3147,-1.0942
SL1344_RS16735,1.1051,1.2809,-0.1758,0.3201,0.7468,-0.4267
SL1344_RS16740,0.6197,-0.5936,1.2133,-0.9356,-0.3269,-0.6087
SL1344_RS16795,-0.1173,0.6288,-0.7461,0.6945,1.7886,-1.0941
SL1344_RS16800,0.6197,0.1434,0.4763,0.4429,-0.0479,0.4908
SL1344_RS16805,0.6197,0.1434,0.4763,-0.0425,1.0517,-1.0942
SL1344_RS16815,-2.5502,-1.4416,-1.1086,1.5425,2.6366,-1.0941
SL1344_RS16820,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
SL1344_RS16840,-0.9653,0.4329,-1.3982,1.5425,2.274,-0.7315
SL1344_RS16850,1.8421,2.2589,-0.4168,1.5425,1.5822,-0.0397
SL1344_RS16860,0.0892,0.2156,-0.1264,0.209,1.7037,-1.4947
SL1344_RS16865,-1.7022,-1.6931,-0.0091,1.723,0.8452,0.8778
SL1344_RS16880,-0.5178,-0.9941,0.4763,-0.0425,0.1188,-0.1613
SL1344_RS16890,-0.6027,-0.342,-0.2607,-0.8905,-0.5333,-0.3572
SL1344_RS16895,1.2718,1.0365,0.2353,-1.142,0.0834,-1.2254
SL1344_RS16900,0.8261,1.8692,-1.0431,-0.0425,0.8889,-0.9314
SL1344_RS16915,0.2571,0.6739,-0.4168,-0.0425,0.1188,-0.1613
SL1344_RS16920,-0.9653,1.3658,-2.3311,1.5425,1.5822,-0.0397
SL1344_RS16925,-1.7022,-0.5936,-1.1086,-0.0425,-0.5333,0.4908
SL1344_RS16930,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
SL1344_RS16985,-0.4528,-1.5702,1.1174,-0.3363,-0.4637,0.1274
SL1344_RS16995,0.3148,0.3949,-0.0801,0.0537,-0.4371,0.4908
SL1344_RS17000,-0.7694,-2.468,1.6986,0.1985,1.2167,-1.0182
SL1344_RS17060,-0.0477,-0.0879,0.0402,-0.4051,-0.1923,-0.2128
SL1344_RS17120,0.3227,-0.2385,0.5612,0.1639,0.4101,-0.2462
SL1344_RS17195,0.6197,-1.4416,2.0613,0.8055,0.8452,-0.0397
SL1344_RS17215,0.6197,1.3658,-0.7461,-0.0425,1.7886,-1.8311
SL1344_RS17225,0.8261,0.3499,0.4762,0.6945,1.0517,-0.3572
SL1344_RS17240,1.8421,-1.4416,3.2837,-0.7795,0.3147,-1.0942
SL1344_RS17270,0.6197,0.1434,0.4763,0.6945,-2.1183,2.8128
SL1344_RS17305,0.6197,-2.6639,3.2836,-0.0425,1.7886,-1.8311
SL1344_RS17310,2.2046,1.7284,0.4762,-0.0425,1.0517,-1.0942
SL1344_RS17320,0.6197,0.1434,0.4763,1.5425,-0.5333,2.0758
SL1344_RS17335,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
SL1344_RS17340,-2.1877,-0.1614,-2.0263,-0.2231,-0.2285,0.0054
SL1344_RS17345,-0.0722,0.3949,-0.4671,-0.6946,0.0947,-0.7893
SL1344_RS17370,-1.7022,0.1434,-1.8456,-1.6275,0.2037,-1.8312
SL1344_RS17410,0.1201,-0.0849,0.205,-0.0425,-0.0479,0.0054
SL1344_RS17440,0.3048,0.3536,-0.0488,0.9443,0.5557,0.3886
SL1344_RS17465,1.3566,0.1434,1.2132,-0.0425,1.7886,-1.8311
